feature_id,working_key,class,module,submodule,source_family_inventory_envelope,P1_status,P2_status,P3_status,P4_status,P5_status,P6_status,P7_status,P8_status,agent_assignments,evidence_count,gaps,reconciliation_status
CAP-AUTH-PASSWORD-RESET,CAP-AUTH-PASSWORD-RESET,H,Authentication and account security,CAP-AUTH-PASSWORD-RESET — stable working target,Source-family inventory envelope (discovery context only; never exclusive target ownership): families=AUTH-NEW-PASSWORD; legacy_rows=1; routes=2; pages=1; backend_anchors=1.,"Reviewed—stable corrected working target identity and discovery envelope reconciled; target-supported exact enrichment routes=2, pages=1, backend_anchors=0. Empty fields mean unenriched, never no route/page.",Blocked—target-specific representative-role task and persisted outcome were not executed as part of the audit; later focused remediation tests do not count as canonical task execution.,Mapped—verified benchmark with final-target completion credit; inheritance=fresh_target_specific_wave6_direct; full feature parity is not claimed.,"Blocked—representative-role happy, error, recovery, handoff, responsive and accessibility states were not safely executed for this target.","Reviewed—static target-supported route/page/backend anchors recorded; architecture, data, integration effects and runtime completion remain unverified.",Blocked—target-specific official-source applicability and representative role/site/direct-object runtime evidence are not linked.,"Blocked—target-specific tests, constraints and failure-mode evidence are not linked; the complete audit-wide test denominator was not executed as one controlled gate.","Reviewed (static challenge)—target survived the corrected 902 identity/count reconciliation; id_status=exact, benchmark_status=verified_benchmark_direct. No runtime or audit-completion claim follows.","P1-P8 specialist evidence register: evidence/source/agent-reconciliation-register.json; 105 assignments explicitly record role/ID, scope, pass, returned-evidence count and unresolved gaps; target-row lenses: P1/P5/P7/P8 final_matrix_rebuild, P3 benchmark_working_map, P2/P4/P6 blocked",5,no exact target-linked finding; representative-role runtime task/state evidence blocked; target backend-anchor enrichment unavailable,Corrected 902-target ledger row generated; static evidence only; audit completion not claimed
CAP-AUTH-PASSWORD-SESSION,CAP-AUTH-PASSWORD-SESSION,H,Authentication and account security,CAP-AUTH-PASSWORD-SESSION — stable working target,Source-family inventory envelope (discovery context only; never exclusive target ownership): families=AUTH-AUTHENTICATED-SESSION; legacy_rows=1; routes=3; pages=2; backend_anchors=1.,"Reviewed—stable corrected working target identity and discovery envelope reconciled; target-supported exact enrichment routes=3, pages=1, backend_anchors=0. Empty fields mean unenriched, never no route/page.",Blocked—target-specific representative-role task and persisted outcome were not executed as part of the audit; later focused remediation tests do not count as canonical task execution.,Mapped—verified benchmark with final-target completion credit; inheritance=fresh_target_specific_wave6_direct; full feature parity is not claimed.,"Blocked—representative-role happy, error, recovery, handoff, responsive and accessibility states were not safely executed for this target.","Reviewed—static target-supported route/page/backend anchors recorded; architecture, data, integration effects and runtime completion remain unverified.",Blocked—target-specific official-source applicability and representative role/site/direct-object runtime evidence are not linked.,"Blocked—target-specific tests, constraints and failure-mode evidence are not linked; the complete audit-wide test denominator was not executed as one controlled gate.","Reviewed (static challenge)—target survived the corrected 902 identity/count reconciliation; id_status=exact, benchmark_status=verified_benchmark_direct. No runtime or audit-completion claim follows.","P1-P8 specialist evidence register: evidence/source/agent-reconciliation-register.json; 105 assignments explicitly record role/ID, scope, pass, returned-evidence count and unresolved gaps; target-row lenses: P1/P5/P7/P8 final_matrix_rebuild, P3 benchmark_working_map, P2/P4/P6 blocked",6,no exact target-linked finding; representative-role runtime task/state evidence blocked; target backend-anchor enrichment unavailable,Corrected 902-target ledger row generated; static evidence only; audit completion not claimed
CAP-AUTH-PUBLIC-REGISTRATION-PENDING-APPROVAL,CAP-AUTH-PUBLIC-REGISTRATION-PENDING-APPROVAL,H,Authentication and account security,CAP-AUTH-PUBLIC-REGISTRATION-PENDING-APPROVAL — stable working target,Source-family inventory envelope (discovery context only; never exclusive target ownership): families=AUTH-REGISTERED-USER; legacy_rows=1; routes=2; pages=1; backend_anchors=1.,"Reviewed—stable corrected working target identity and discovery envelope reconciled; target-supported exact enrichment routes=2, pages=1, backend_anchors=0. Empty fields mean unenriched, never no route/page.",Blocked—target-specific representative-role task and persisted outcome were not executed as part of the audit; later focused remediation tests do not count as canonical task execution.,Mapped—verified benchmark with final-target completion credit; inheritance=fresh_target_specific_wave10_direct; full feature parity is not claimed.,"Blocked—representative-role happy, error, recovery, handoff, responsive and accessibility states were not safely executed for this target.","Reviewed—static target-supported route/page/backend anchors recorded; architecture, data, integration effects and runtime completion remain unverified.",Blocked—target-specific official-source applicability and representative role/site/direct-object runtime evidence are not linked.,"Blocked—target-specific tests, constraints and failure-mode evidence are not linked; the complete audit-wide test denominator was not executed as one controlled gate.","Reviewed (static challenge)—target survived the corrected 902 identity/count reconciliation; id_status=exact, benchmark_status=verified_benchmark_direct. No runtime or audit-completion claim follows.","P1-P8 specialist evidence register: evidence/source/agent-reconciliation-register.json; 105 assignments explicitly record role/ID, scope, pass, returned-evidence count and unresolved gaps; target-row lenses: P1/P5/P7/P8 final_matrix_rebuild, P3 benchmark_working_map, P2/P4/P6 blocked",5,no exact target-linked finding; representative-role runtime task/state evidence blocked; target backend-anchor enrichment unavailable,Corrected 902-target ledger row generated; static evidence only; audit completion not claimed
CAP-AUTH-SENSITIVE-ACTION-REAUTH,CAP-AUTH-SENSITIVE-ACTION-REAUTH,H,Settings and system access,CAP-AUTH-SENSITIVE-ACTION-REAUTH — stable working target,Source-family inventory envelope (discovery context only; never exclusive target ownership): families=SET-CONFIRMABLE-PASSWORD; SET-CONFIRMED-PASSWORD-STATUS; legacy_rows=2; routes=3; pages=1; backend_anchors=2.,"Reviewed—stable corrected working target identity and discovery envelope reconciled; target-supported exact enrichment routes=3, pages=1, backend_anchors=2. Empty fields mean unenriched, never no route/page.",Blocked—target-specific representative-role task and persisted outcome were not executed as part of the audit; later focused remediation tests do not count as canonical task execution.,Mapped—verified benchmark with final-target completion credit; inheritance=fresh_target_specific_wave6_direct; full feature parity is not claimed.,"Blocked—representative-role happy, error, recovery, handoff, responsive and accessibility states were not safely executed for this target.","Reviewed—static target-supported route/page/backend anchors recorded; architecture, data, integration effects and runtime completion remain unverified.",Blocked—target-specific official-source applicability and representative role/site/direct-object runtime evidence are not linked.,"Blocked—target-specific tests, constraints and failure-mode evidence are not linked; the complete audit-wide test denominator was not executed as one controlled gate.","Reviewed (static challenge)—target survived the corrected 902 identity/count reconciliation; id_status=exact, benchmark_status=verified_benchmark_direct. No runtime or audit-completion claim follows.","P1-P8 specialist evidence register: evidence/source/agent-reconciliation-register.json; 105 assignments explicitly record role/ID, scope, pass, returned-evidence count and unresolved gaps; target-row lenses: P1/P5/P7/P8 final_matrix_rebuild, P3 benchmark_working_map, P2/P4/P6 blocked",8,no exact target-linked finding; representative-role runtime task/state evidence blocked,Corrected 902-target ledger row generated; static evidence only; audit completion not claimed
CAP-AUTH-STAFF-EXTERNAL-IDENTITY,CAP-AUTH-STAFF-EXTERNAL-IDENTITY,H,Authentication and account security,CAP-AUTH-STAFF-EXTERNAL-IDENTITY — stable working target,Source-family inventory envelope (discovery context only; never exclusive target ownership): families=AUTH-GOOGLE; AUTH-IDENTITY-DISCONNECT; AUTH-MICROSOFT; legacy_rows=3; routes=5; pages=0; backend_anchors=3.,"Reviewed—stable corrected working target identity and discovery envelope reconciled; target-supported exact enrichment routes=5, pages=0, backend_anchors=3. Empty fields mean unenriched, never no route/page.",Blocked—target-specific representative-role task and persisted outcome were not executed as part of the audit; later focused remediation tests do not count as canonical task execution.,Mapped—verified benchmark with final-target completion credit; inheritance=fresh_target_specific_wave4_direct; full feature parity is not claimed.,"Blocked—representative-role happy, error, recovery, handoff, responsive and accessibility states were not safely executed for this target.","Reviewed—static target-supported route/page/backend anchors recorded; architecture, data, integration effects and runtime completion remain unverified.",Blocked—target-specific official-source applicability and representative role/site/direct-object runtime evidence are not linked.,"Blocked—target-specific tests, constraints and failure-mode evidence are not linked; the complete audit-wide test denominator was not executed as one controlled gate.","Reviewed (static challenge)—target survived the corrected 902 identity/count reconciliation; id_status=exact, benchmark_status=verified_benchmark_direct. No runtime or audit-completion claim follows.","P1-P8 specialist evidence register: evidence/source/agent-reconciliation-register.json; 105 assignments explicitly record role/ID, scope, pass, returned-evidence count and unresolved gaps; target-row lenses: P1/P5/P7/P8 final_matrix_rebuild, P3 benchmark_working_map, P2/P4/P6 blocked",10,no exact target-linked finding; representative-role runtime task/state evidence blocked; target page enrichment unavailable,Corrected 902-target ledger row generated; static evidence only; audit completion not claimed
CAP-AUTH-TWO-FACTOR-LOGIN-CHALLENGE,CAP-AUTH-TWO-FACTOR-LOGIN-CHALLENGE,H,Authentication and account security,CAP-AUTH-TWO-FACTOR-LOGIN-CHALLENGE — stable working target,Source-family inventory envelope (discovery context only; never exclusive target ownership): families=AUTH-TWO-FACTOR-AUTHENTICATED-SESSION; legacy_rows=1; routes=2; pages=1; backend_anchors=1.,"Reviewed—stable corrected working target identity and discovery envelope reconciled; target-supported exact enrichment routes=2, pages=1, backend_anchors=0. Empty fields mean unenriched, never no route/page.",Blocked—target-specific representative-role task and persisted outcome were not executed as part of the audit; later focused remediation tests do not count as canonical task execution.,Mapped—verified benchmark with final-target completion credit; inheritance=fresh_target_specific_wave4_direct; full feature parity is not claimed.,"Blocked—representative-role happy, error, recovery, handoff, responsive and accessibility states were not safely executed for this target.","Reviewed—static target-supported route/page/backend anchors recorded; architecture, data, integration effects and runtime completion remain unverified.",Blocked—target-specific official-source applicability and representative role/site/direct-object runtime evidence are not linked.,"Blocked—target-specific tests, constraints and failure-mode evidence are not linked; the complete audit-wide test denominator was not executed as one controlled gate.","Reviewed (static challenge)—target survived the corrected 902 identity/count reconciliation; id_status=exact, benchmark_status=verified_benchmark_direct. No runtime or audit-completion claim follows.","P1-P8 specialist evidence register: evidence/source/agent-reconciliation-register.json; 105 assignments explicitly record role/ID, scope, pass, returned-evidence count and unresolved gaps; target-row lenses: P1/P5/P7/P8 final_matrix_rebuild, P3 benchmark_working_map, P2/P4/P6 blocked",5,no exact target-linked finding; representative-role runtime task/state evidence blocked; target backend-anchor enrichment unavailable,Corrected 902-target ledger row generated; static evidence only; audit completion not claimed
CAP-CLI-CLIENT-AUDIT-EXPORT,CAP-CLI-CLIENT-AUDIT-EXPORT,D,Clients and supported people,CAP-CLI-CLIENT-AUDIT-EXPORT — stable working target,Source-family inventory envelope (discovery context only; never exclusive target ownership): families=CLI-AUDIT-EXPORT; legacy_rows=1; routes=2; pages=0; backend_anchors=1.,"Reviewed—stable corrected working target identity and discovery envelope reconciled; target-supported exact enrichment routes=1, pages=0, backend_anchors=0. Empty fields mean unenriched, never no route/page.",Blocked—target-specific representative-role task and persisted outcome were not executed as part of the audit; later focused remediation tests do not count as canonical task execution.,"Blocked—final mapping status=unproved_audit_assigned_id; no completion credit. Pending, rejected, split, regrouped, merged, or unproved evidence is not inherited.","Blocked—representative-role happy, error, recovery, handoff, responsive and accessibility states were not safely executed for this target.","Reviewed—static target-supported route/page/backend anchors recorded; architecture, data, integration effects and runtime completion remain unverified.",Blocked—target-specific official-source applicability and representative role/site/direct-object runtime evidence are not linked.,"Blocked—target-specific tests, constraints and failure-mode evidence are not linked; the complete audit-wide test denominator was not executed as one controlled gate.","Reviewed (static challenge)—target survived the corrected 902 identity/count reconciliation; id_status=audit_assigned_stable_name, benchmark_status=unproved_audit_assigned_id. No runtime or audit-completion claim follows.","P1-P8 specialist evidence register: evidence/source/agent-reconciliation-register.json; 105 assignments explicitly record role/ID, scope, pass, returned-evidence count and unresolved gaps; target-row lenses: P1/P5/P7/P8 final_matrix_rebuild, P3 benchmark_working_map, P2/P4/P6 blocked",2,P3 benchmark/no-match completion unproved; no exact target-linked finding; representative-role runtime task/state evidence blocked; target backend-anchor enrichment unavailable; target page enrichment unavailable,Corrected 902-target ledger row generated; static evidence only; audit completion not claimed
CAP-CLI-CLIENT-DOCUMENT-PORTAL-CONSUMPTION,CAP-CLI-CLIENT-DOCUMENT-PORTAL-CONSUMPTION,D,Clients and supported people,CAP-CLI-CLIENT-DOCUMENT-PORTAL-CONSUMPTION — stable working target,Source-family inventory envelope (discovery context only; never exclusive target ownership): families=CLI-CLIENT-DOCUMENT; legacy_rows=2; routes=13; pages=2; backend_anchors=1.,"Reviewed—stable corrected working target identity and discovery envelope reconciled; target-supported exact enrichment routes=1, pages=1, backend_anchors=0. Empty fields mean unenriched, never no route/page.",Blocked—target-specific representative-role task and persisted outcome were not executed as part of the audit; later focused remediation tests do not count as canonical task execution.,Mapped—verified benchmark with final-target completion credit; inheritance=direct_exact_id_and_source_lineage; full feature parity is not claimed.,"Blocked—representative-role happy, error, recovery, handoff, responsive and accessibility states were not safely executed for this target.","Reviewed—static target-supported route/page/backend anchors recorded; architecture, data, integration effects and runtime completion remain unverified.",Blocked—target-specific official-source applicability and representative role/site/direct-object runtime evidence are not linked.,"Blocked—target-specific tests, constraints and failure-mode evidence are not linked; the complete audit-wide test denominator was not executed as one controlled gate.","Reviewed (static challenge)—target survived the corrected 902 identity/count reconciliation; id_status=exact, benchmark_status=verified_benchmark_direct. No runtime or audit-completion claim follows.","P1-P8 specialist evidence register: evidence/source/agent-reconciliation-register.json; 105 assignments explicitly record role/ID, scope, pass, returned-evidence count and unresolved gaps; target-row lenses: P1/P5/P7/P8 final_matrix_rebuild, P3 benchmark_working_map, P2/P4/P6 blocked",4,no exact target-linked finding; representative-role runtime task/state evidence blocked; target backend-anchor enrichment unavailable,Corrected 902-target ledger row generated; static evidence only; audit completion not claimed
CAP-CLI-CLIENT-DOCUMENT-STAFF-DOWNLOAD,CAP-CLI-CLIENT-DOCUMENT-STAFF-DOWNLOAD,D,Clients and supported people,CAP-CLI-CLIENT-DOCUMENT-STAFF-DOWNLOAD — stable working target,Source-family inventory envelope (discovery context only; never exclusive target ownership): families=CLI-CLIENT-DOCUMENT; legacy_rows=2; routes=13; pages=2; backend_anchors=1.,"Reviewed—stable corrected working target identity and discovery envelope reconciled; target-supported exact enrichment routes=2, pages=2, backend_anchors=0. Empty fields mean unenriched, never no route/page.",Blocked—target-specific representative-role task and persisted outcome were not executed as part of the audit; later focused remediation tests do not count as canonical task execution.,Mapped—verified benchmark with final-target completion credit; inheritance=fresh_target_specific_wave11_direct; full feature parity is not claimed.,"Blocked—representative-role happy, error, recovery, handoff, responsive and accessibility states were not safely executed for this target.","Reviewed—static target-supported route/page/backend anchors recorded; architecture, data, integration effects and runtime completion remain unverified.",Blocked—target-specific official-source applicability and representative role/site/direct-object runtime evidence are not linked.,"Blocked—target-specific tests, constraints and failure-mode evidence are not linked; the complete audit-wide test denominator was not executed as one controlled gate.","Reviewed (static challenge)—target survived the corrected 902 identity/count reconciliation; id_status=audit_assigned_stable_name, benchmark_status=verified_benchmark_direct. No runtime or audit-completion claim follows.","P1-P8 specialist evidence register: evidence/source/agent-reconciliation-register.json; 105 assignments explicitly record role/ID, scope, pass, returned-evidence count and unresolved gaps; target-row lenses: P1/P5/P7/P8 final_matrix_rebuild, P3 benchmark_working_map, P2/P4/P6 blocked",6,no exact target-linked finding; representative-role runtime task/state evidence blocked; target backend-anchor enrichment unavailable,Corrected 902-target ledger row generated; static evidence only; audit completion not claimed
CAP-CLI-CLIENT-DOCUMENT-STAFF-LIBRARY,CAP-CLI-CLIENT-DOCUMENT-STAFF-LIBRARY,H,Clients and supported people,CAP-CLI-CLIENT-DOCUMENT-STAFF-LIBRARY — stable working target,Source-family inventory envelope (discovery context only; never exclusive target ownership): families=CLI-CLIENT-DOCUMENT; CLI-FRONTEND-CLIENTS-DOCUMENTS; legacy_rows=3; routes=13; pages=3; backend_anchors=2.,"Reviewed—stable corrected working target identity and discovery envelope reconciled; target-supported exact enrichment routes=10, pages=3, backend_anchors=0. Empty fields mean unenriched, never no route/page.",Blocked—target-specific representative-role task and persisted outcome were not executed as part of the audit; later focused remediation tests do not count as canonical task execution.,"Blocked—final mapping status=unproved_pending; no completion credit. Pending, rejected, split, regrouped, merged, or unproved evidence is not inherited.","Blocked—representative-role happy, error, recovery, handoff, responsive and accessibility states were not safely executed for this target.","Reviewed—static target-supported route/page/backend anchors recorded; architecture, data, integration effects and runtime completion remain unverified.",Blocked—target-specific official-source applicability and representative role/site/direct-object runtime evidence are not linked.,"Blocked—target-specific tests, constraints and failure-mode evidence are not linked; the complete audit-wide test denominator was not executed as one controlled gate.","Reviewed (static challenge)—target survived the corrected 902 identity/count reconciliation; id_status=exact, benchmark_status=unproved_pending. No runtime or audit-completion claim follows.","P1-P8 specialist evidence register: evidence/source/agent-reconciliation-register.json; 105 assignments explicitly record role/ID, scope, pass, returned-evidence count and unresolved gaps; target-row lenses: P1/P5/P7/P8 final_matrix_rebuild, P3 benchmark_working_map, P2/P4/P6 blocked",14,P3 benchmark/no-match completion unproved; no exact target-linked finding; representative-role runtime task/state evidence blocked; target backend-anchor enrichment unavailable,Corrected 902-target ledger row generated; static evidence only; audit completion not claimed
CAP-CLI-CLIENT-GEOCODE,CAP-CLI-CLIENT-GEOCODE,D,Clients and supported people,CAP-CLI-CLIENT-GEOCODE — stable working target,Source-family inventory envelope (discovery context only; never exclusive target ownership): families=CLI-SITE-GEOCODING; legacy_rows=1; routes=3; pages=1; backend_anchors=1.,"Reviewed—stable corrected working target identity and discovery envelope reconciled; target-supported exact enrichment routes=1, pages=0, backend_anchors=0. Empty fields mean unenriched, never no route/page.",Blocked—target-specific representative-role task and persisted outcome were not executed as part of the audit; later focused remediation tests do not count as canonical task execution.,"Blocked—final mapping status=unproved_audit_assigned_id; no completion credit. Pending, rejected, split, regrouped, merged, or unproved evidence is not inherited.","Blocked—representative-role happy, error, recovery, handoff, responsive and accessibility states were not safely executed for this target.","Reviewed—static target-supported route/page/backend anchors recorded; architecture, data, integration effects and runtime completion remain unverified.",Blocked—target-specific official-source applicability and representative role/site/direct-object runtime evidence are not linked.,"Blocked—target-specific tests, constraints and failure-mode evidence are not linked; the complete audit-wide test denominator was not executed as one controlled gate.","Reviewed (static challenge)—target survived the corrected 902 identity/count reconciliation; id_status=audit_assigned_stable_name, benchmark_status=unproved_audit_assigned_id. No runtime or audit-completion claim follows.","P1-P8 specialist evidence register: evidence/source/agent-reconciliation-register.json; 105 assignments explicitly record role/ID, scope, pass, returned-evidence count and unresolved gaps; target-row lenses: P1/P5/P7/P8 final_matrix_rebuild, P3 benchmark_working_map, P2/P4/P6 blocked",2,P3 benchmark/no-match completion unproved; no exact target-linked finding; representative-role runtime task/state evidence blocked; target backend-anchor enrichment unavailable; target page enrichment unavailable,Corrected 902-target ledger row generated; static evidence only; audit completion not claimed
