"task_script_id","feature_id","module","actor","task","start_condition","goal","prerequisites","observed_or_inferred","validation_status","score_measurement_status","score_scale","discoverability","comprehension","learnability","efficiency","error_prevention","recovery","accessibility","safety_and_trust","consistency","cross_module_continuity","completion_time","step_count","required_field_count","decision_count","context_switches","dead_ends","recovery_path","target_scores","independent_review","finding_ids"
"TASK-FLEET-WANDERING-ALERT","FLEET-WANDERING-ALERT","FLEET","Authorised fleet practitioner or driver","Complete Wandering Alert and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-FLEET-WORK-ORDER","FLEET-WORK-ORDER","FLEET","Authorised fleet practitioner or driver","Complete Work Order and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-ANALYTICS-DASHBOARD","HR-ANALYTICS-DASHBOARD","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Analytics Dashboard and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-AUDIT","HR-AUDIT","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Audit and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-BONUS","HR-BONUS","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Bonus and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-COMPLIANCE-CALENDAR","HR-COMPLIANCE-CALENDAR","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Compliance Calendar and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-CUSTOM-FIELD","HR-CUSTOM-FIELD","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Custom Field and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-DEPARTMENT","HR-DEPARTMENT","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Department and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-DEVELOPMENT-GOAL","HR-DEVELOPMENT-GOAL","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Development Goal and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-DISCIPLINARY","HR-DISCIPLINARY","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Disciplinary and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-HEADCOUNT","HR-HEADCOUNT","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Headcount and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-INTERVIEW-KIT","HR-INTERVIEW-KIT","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Interview Kit and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-ORG-CHART","HR-ORG-CHART","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Org Chart and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-POSITION","HR-POSITION","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Position and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-PUBLIC-HOLIDAY","HR-PUBLIC-HOLIDAY","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Public Holiday and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-RECRUITMENT","HR-RECRUITMENT","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Recruitment and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review","WF-EMAIL-IDENTITY-CONVERGENCE"
"TASK-HR-REFERENCE","HR-REFERENCE","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Reference and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-STAFF-ASSIGNMENT","HR-STAFF-ASSIGNMENT","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Staff Assignment and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-HR-STAFF-CREDENTIAL","HR-STAFF-CREDENTIAL","HR","Authorised HR practitioner, manager or employee where self-service applies","Complete Staff Credential and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-OPS-ACTIVITY-FEED","OPS-ACTIVITY-FEED","OPERATIONS","Authorised operations practitioner, scheduler or frontline worker","Complete Activity Feed and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-OPS-CALENDAR-SYNC","OPS-CALENDAR-SYNC","OPERATIONS","Authorised operations practitioner, scheduler or frontline worker","Complete Calendar Sync and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-OPS-CARE-NOTE-TEMPLATE","OPS-CARE-NOTE-TEMPLATE","OPERATIONS","Authorised operations practitioner, scheduler or frontline worker","Complete Care Note Template and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-OPS-CLIENT-CONSENT","OPS-CLIENT-CONSENT","OPERATIONS","Authorised operations practitioner, scheduler or frontline worker","Complete Client Consent and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review","CONSENT-AUTH-01 | CONSENT-CAPACITY-01 | CONSENT-FILE-01"
"TASK-OPS-CLIENT-FUND","OPS-CLIENT-FUND","OPERATIONS","Authorised operations practitioner, scheduler or frontline worker","Complete Client Fund and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review","FIN-CLIENT-FUNDS-01"
"TASK-OPS-CLIENT-MEAL-LOG","OPS-CLIENT-MEAL-LOG","OPERATIONS","Authorised operations practitioner, scheduler or frontline worker","Complete Client Meal Log and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-OPS-CLIENT-PATH-PLAN","OPS-CLIENT-PATH-PLAN","OPERATIONS","Authorised operations practitioner, scheduler or frontline worker","Complete Client Path Plan and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-OPS-CLIENT-PERSONAL-ASSET","OPS-CLIENT-PERSONAL-ASSET","OPERATIONS","Authorised operations practitioner, scheduler or frontline worker","Complete Client Personal Asset and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-OPS-CLIENT-ROUTINE","OPS-CLIENT-ROUTINE","OPERATIONS","Authorised operations practitioner, scheduler or frontline worker","Complete Client Routine and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-OPS-CLIENT-TRANSPORT-BOOKING","OPS-CLIENT-TRANSPORT-BOOKING","OPERATIONS","Authorised operations practitioner, scheduler or frontline worker","Complete Client Transport Booking and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
